Open.Houses,Change.Date,Change.Type,Photo,MLS,AR,Type,S,Address,City,BR,Baths.FTHQ.,SqFt,LP...SqFt,LP,SP,HOD,Lot.Sz,YB,DOM,latitude,longitude,unit_count
,08/07/2023,Leased,20.0,CV23116789MR,1795,LSE,LD,968  W Arrow  #E,UPLAND,2,3.00 (2 0 1 0),1120,$2.32,"$2,600","$2,600",,"1,200",1984.0,35,34.0995841,-117.6647388,
,08/18/2023,Leased,27.0,CV23118297MR,469,LSE,LD,2410  N Towne AVE #20,POMONA,2,2.00 (2 0 0 0),1022,$2.15,"$2,200","$2,200",,"202,945",1987.0,9,34.0873229,-117.7372635,
,08/07/2023,Leased,9.0,CV23119201MR,1627,LSE,LD,11237   Terra Vista  #63,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),829,$2.65,"$2,200","$2,200",,"3,572",1994.0,23,34.1189996,-117.5601055,
,08/07/2023,Leased,19.0,CV23119407MR,487,LSE,LD,765   Baylor AVE ,CLAREMONT,2,1.00 (1 0 0 0),735,$3.27,"$2,400","$2,400",$0.00,735,1954.0,23,34.0974468,-117.7279959,
,07/29/2023,Leased,24.0,CV23121457MR,1122,LSE,LD,5497   Choctaw CT #23,CHINO,2,3.00 (2 0 1 0),1336,$1.87,"$2,500","$2,500",,"1,100",1984.0,20,34.0356212,-117.6857927,
,08/23/2023,Leased,12.0,CV23123405MR,469,LSE,LD,1062  N Huntington BLVD #3,POMONA,1,1.00 (1 0 0 0),450,$3.89,"$1,750","$1,750",$0.00,730,1952.0,29,,,
,08/15/2023,Leased,17.0,CV23123462MR,1627,LSE,LD,7353   Ellena  #184,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1696,$1.71,"$2,900","$2,900",,"1,009",2003.0,18,34.1194217,-117.5561813,
,09/02/2023,Leased,18.0,CV23129505MR,1627,LSE,LD,8432   Autumn Leaf DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1601,$1.62,"$2,600","$2,600",,"2,000",1983.0,34,34.1034267,-117.6210779,
,08/31/2023,Leased,29.0,CV23132441MR,1543,LSE,LD,1614  S Campus AVE #A,ONTARIO,3,2.00 (1 0 1 0),1160,$2.07,"$2,400","$2,400",$0.00,"1,160",1989.0,25,34.0448751,-117.6417392,
,08/23/2023,Leased,13.0,CV23136337MR,487,LSE,LD,759   Baylor AVE ,CLAREMONT,1,1.00 (1 0 0 0),624,$3.04,"$1,900","$1,900",$0.00,624,1954.0,16,34.0974491,-117.7280796,
,08/30/2023,Leased,27.0,CV23140148MR,469,LSE,LD,3728   Live Oak DR ,POMONA,2,3.00 (1 1 1 0),1370,$1.86,"$2,550","$2,550",,"2,632",1983.0,16,34.1105948,-117.7492361,
,08/17/2023,Leased,9.0,CV23142379MR,1795,LSE,LD,1410   Springfield ST #D,UPLAND,2,1.00 (1 0 0 0),1000,$1.90,"$1,900","$1,900",,"7,800",1965.0,13,34.10816,-117.6756942,
,09/15/2023,Leased,17.0,CV23142474MR,469,LSE,LD,960  E Bonita AVE #116,POMONA,1,1.00 (1 0 0 0),680,$2.57,"$1,750","$1,750",$0.00,"354,884",1979.0,7,34.0960889,-117.7338404,
,08/09/2023,Leased,26.0,CV23143252MR,1627,LSE,LD,7607   Haven AVE #18,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1390,$2.01,"$2,800","$2,800",,"2,000",1991.0,3,34.1157752,-117.5757713,
,10/13/2023,Leased,9.0,CV23144210MR,1543,LSE,LD,1198  S San Antonio AVE #21,ONTARIO,2,1.00 (1 0 0 0),749,$2.53,"$1,895","$1,895",$0.00,"51,401",1986.0,42,34.051559,-117.660654,
,10/13/2023,Leased,5.0,CV23146591MR,1543,LSE,LD,1200  S San Antonio AVE #13,ONTARIO,2,2.00 (2 0 0 0),872,$1.95,"$1,700","$1,700",$0.00,"51,401",1986.0,21,34.05131,-117.660648,
,09/08/2023,Leased,12.0,CV23146967MR,1795,LSE,LD,1064  W Pine ST #B,UPLAND,1,1.00 (1 0 0 0),622,$2.49,"$1,550","$1,550",$0.00,622,1971.0,10,34.1095642,-117.6670102,
,08/24/2023,Leased,17.0,CV23147171MR,1795,LSE,LD,894   Mango CT ,UPLAND,3,3.00 (2 0 1 0),1420,$2.32,"$3,300","$3,300",$193.00,975,2019.0,16,,,
,09/08/2023,Leased,19.0,CV23148612MR,1795,LSE,LD,888  N Palm AVE #12,UPLAND,3,2.00 (2 0 0 0),1030,$2.18,"$2,250","$2,250",$0.00,"22,446",1962.0,14,34.1048808,-117.6537115,
,09/12/2023,Leased,19.0,CV23148826MR,1795,LSE,LD,1472   Randy ST #A,UPLAND,2,2.00 (1 0 1 0),1000,$2.15,"$2,150","$2,150",$0.00,"1,000",1965.0,20,34.0983385,-117.6769445,
,11/06/2023,Leased,23.0,CV23151780MR,1795,LSE,LD,448   Terry WAY #A,UPLAND,2,2.00 (1 0 1 0),1107,$1.72,"$1,900","$1,900",$0.00,"1,107",1965.0,72,34.0987021,-117.6752609,
,09/08/2023,Leased,16.0,CV23152418MR,487,LSE,LD,783   Baylor  ,CLAREMONT,1,1.00 (1 0 0 0),624,$3.04,"$1,900","$1,900",$0.00,624,1954.0,16,34.09744,-117.727745,
,10/13/2023,Leased,39.0,CV23153531MR,1795,LSE,LD,1532   Springfield WAY ,UPLAND,3,3.00 (2 0 1 0),1650,$1.82,"$2,998","$2,998",$260.00,"1,307",2011.0,57,34.1081526,-117.6779868,
,09/01/2023,Leased,14.0,CV23154055MR,1795,LSE,LD,1614   Burl DR ,UPLAND,4,3.00 (3 0 0 0),2145,$1.72,"$3,700","$3,700",,"2,145",2020.0,14,34.1224448,-117.6860027,
,09/13/2023,Leased,7.0,CV23157516MR,1543,LSE,LD,605  W D ST ,ONTARIO,1,1.00 (1 0 0 0),804,$2.36,"$1,895","$1,895",$0.00,"1,000",1959.0,21,34.0669111,-117.6586462,
,10/28/2023,Leased,19.0,CV23157970MR,1627,LSE,LD,8331   Vineyard AVE #8,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),880,$2.73,"$2,400","$2,400",,880,1988.0,60,34.1016515,-117.610978,
,12/06/2023,Leased,38.0,CV23159268MR,1455,LSE,LD,9810   Mammoth DR ,MONTCLAIR,3,3.00 (3 0 0 0),1800,$1.50,"$2,700","$2,700",,"1,800",1981.0,55,34.0756486,-117.6906226,
,10/03/2023,Leased,13.0,CV23162625MR,1627,LSE,LD,8685   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),700,$2.86,"$2,000","$2,000",,"9,250",1976.0,26,34.1185612,-117.6163047,
,10/30/2023,Leased,26.0,CV23163711MR,1627,LSE,LD,9668   Nova PL ,RANCHO CUCAMONGA,2,3.00 (2 0 1 0),1277,$2.15,"$2,750","$2,750",,"1,277",2020.0,49,34.12636986374825,-117.55690298107808,
,11/09/2023,Leased,20.0,CV23164735MR,487,LSE,LD,617   Mckenna ST ,CLAREMONT,3,4.00 (3 0 1 0),1430,$2.62,"$3,750","$3,750",$310.00,"20,194",2007.0,67,34.099957700000004,-117.70617915411111,
,12/14/2023,Leased,46.0,CV23165112MR,1543,LSE,LD,2904  E Via Fiano  ,ONTARIO,4,3.00 (2 0 1 0),1749,$1.88,"$3,295","$3,495",,799,2016.0,66,,,
,09/28/2023,Leased,27.0,CV23168595MR,1795,LSE,LD,223   N. San Antonio AVE ,UPLAND,3,3.00 (2 0 1 0),1300,$2.15,"$2,800","$2,800",,,2022.0,15,34.0964198,-117.6608622,
,09/23/2023,Leased,15.0,CV23170090MR,469,LSE,LD,1979   Annandale WAY ,POMONA,4,3.00 (2 0 1 0),1616,$1.79,"$2,900","$2,900",,"31,929",2008.0,11,,,
,10/23/2023,Leased,19.0,CV23170124MR,487,LSE,LD,1365   Lafayette RD #D,CLAREMONT,3,2.00 (2 0 0 0),1750,$1.63,"$2,850","$2,850",$0.00,"13,300",2010.0,39,34.1087966,-117.7255998,
,09/25/2023,Leased,35.0,CV23170599MR,1543,LSE,LD,2321  S Magnolia AVE #14D,ONTARIO,2,3.00 (1 1 1 0),1046,$2.29,"$2,400","$2,400",,"1,046",1983.0,8,34.0317119,-117.6718996,
,10/10/2023,Leased,30.0,CV23172573MR,1795,LSE,LD,978  W Arrow HWY #C,UPLAND,2,3.00 (2 0 1 0),1120,$2.28,"$2,550","$2,550",,"1,120",1984.0,12,34.099583,-117.6652131,
,12/27/2023,Leased,19.0,CV23172760MR,1795,LSE,LD,273   Alpine ST #C,UPLAND,2,2.00 (2 0 0 0),1053,$1.80,"$1,900","$1,900",$0.00,"1,053",1960.0,84,34.0989449,-117.6545769,
,10/21/2023,Leased,15.0,CV23174705MR,487,LSE,LD,728  W 1st ST ,CLAREMONT,2,2.00 (2 0 0 0),1605,$1.93,"$3,100","$3,100",,"22,696",2004.0,23,,,
,10/26/2023,Leased,8.0,CV23178232MR,1627,LSE,LD,7454   NAPA CT ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),850,$2.29,"$1,950","$1,950",,"9,450",1977.0,33,34.1189724,-117.6173692,
,12/01/2023,Leased,18.0,CV23179995MR,487,LSE,LD,785   Baylor AVE ,CLAREMONT,2,1.00 (1 0 0 0),735,$3.27,"$2,400","$2,400",$0.00,735,1954.0,55,34.0974393,-117.7277171,
,12/09/2023,Leased,1.0,CV23180272MR,1543,LSE,LD,605  W D ST #B,ONTARIO,1,1.00 (1 0 0 0),833,$2.14,"$1,785","$1,785",$0.00,"12,000",1959.0,73,34.0669111,-117.6586462,
,11/15/2023,Leased,7.0,CV23180342MR,1543,LSE,LD,1879  E Jay ST ,ONTARIO,3,2.00 (1 0 1 0),1033,$2.23,"$2,300","$2,300",$0.00,"6,900",1965.0,43,34.0753064,-117.611558,
,10/27/2023,Leased,16.0,CV23180619MR,1627,LSE,LD,8687   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),850,$2.24,"$1,900","$1,850",$0.00,"9,300",1976.0,30,34.1185616,-117.6162859,
,10/13/2023,Leased,50.0,CV23181635MR,1543,LSE,LD,4065   Liliana Paseo  #5,ONTARIO,3,3.00 (2 0 1 0),1494,$2.14,"$3,200","$3,200",,,2023.0,13,34.074744,-117.5648202,
,11/12/2023,Leased,10.0,CV23184682MR,1543,LSE,LD,1248  W Stoneridge CT #8,ONTARIO,1,1.00 (1 0 0 0),600,$2.66,"$1,595","$1,600",,"15,300",1958.0,38,34.0646473,-117.6735615,
,01/31/2024,Leased,25.0,CV23186310MR,1627,LSE,LD,9867   Serrano CT ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1288,$2.41,"$3,100","$3,100",,"2,000",1983.0,108,34.1124609,-117.5897304,
,12/01/2023,Leased,20.0,CV23189350MR,1543,LSE,LD,321  N Beverly CT #321A,ONTARIO,1,1.00 (1 0 0 0),660,$2.73,"$1,800","$1,800",$0.00,660,1952.0,49,34.0658005,-117.6589454,
,11/27/2023,Leased,11.0,CV23191477MR,1543,LSE,LD,1198  S San Antonio AVE #22,ONTARIO,2,1.00 (1 0 0 0),749,$2.53,"$1,895","$1,895",$0.00,"51,401",2023.0,38,34.051559,-117.660654,
,11/16/2023,Leased,33.0,CV23194039MR,1627,LSE,LD,11045   Luminate DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1133,$2.65,"$3,000","$2,850",,"1,133",2021.0,19,34.078645,-117.5650305,
,01/04/2024,Leased,23.0,CV23195826MR,1627,LSE,LD,10546   Huxley DR ,RANCHO CUCAMONGA,3,4.00 (1 2 1 0),1932,$1.71,"$3,300","$3,300",$0.00,800,2020.0,69,,,
,01/20/2024,Leased,14.0,CV23198173MR,487,LSE,LD,844   Trinity LN ,CLAREMONT,3,3.00 (3 0 0 0),1837,$1.74,"$3,200","$2,900",,"52,979",1985.0,85,34.1166155,-117.7003474,
,11/20/2023,Leased,9.0,CV23198319MR,487,LSE,LD,724  W 1st ST #43,CLAREMONT,2,2.00 (2 0 0 0),1605,$2.12,"$3,400","$3,400",,"22,702",2004.0,23,,,
,11/14/2023,Leased,30.0,CV23198373MR,1795,LSE,LD,1080   Athens WAY ,UPLAND,3,3.00 (2 0 1 0),1504,$1.99,"$3,000","$3,000",,"1,029",2007.0,10,34.1084922,-117.6781349,
,01/30/2024,Leased,11.0,CV23198723MR,1795,LSE,LD,1381   CHERVIL WAY ,UPLAND,3,3.00 (2 0 1 0),1291,$2.40,"$3,100","$3,100",,,2023.0,81,,,
,11/18/2023,Leased,21.0,CV23199413MR,1627,LSE,LD,9369   Solaire PL ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1166,$2.40,"$2,800","$2,800",,"1,166",2021.0,20,34.0837299,-117.5618231,
,12/27/2023,Leased,19.0,CV23200427MR,487,LSE,LD,541   Wayland CT ,CLAREMONT,2,3.00 (2 1 0 0),1500,$1.90,"$2,850","$2,850",,"1,627",1981.0,39,34.0930383,-117.7056415,
,02/25/2024,Leased,67.0,CV23200791MR,1543,LSE,LD,1135  N Solano Privado  #A,ONTARIO,4,3.00 (2 0 1 0),1750,$1.66,"$2,900","$2,900",$0.00,"1,740",2004.0,110,34.0780747,-117.6085102,
,11/22/2023,Leased,16.0,CV23201681MR,1627,LSE,LD,8688   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),900,$2.11,"$1,900","$1,900",$0.00,"7,500",1969.0,23,34.118726,-117.616273,
,12/14/2023,Leased,35.0,CV23202375MR,1627,LSE,LD,10375   Church ST #52,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1692,$1.74,"$2,950","$2,950",,,2008.0,34,34.114177,-117.5781782,
,11/15/2023,Leased,15.0,CV23205405MR,1627,LSE,LD,10151   Arrow  #37,RANCHO CUCAMONGA,1,1.00 (1 0 0 0),708,$2.75,"$1,950","$1,950",,708,1986.0,9,34.0991961,-117.5831635,
,11/30/2023,Leased,22.0,CV23206362MR,487,LSE,LD,602   Asbury ST ,CLAREMONT,2,4.00 (2 0 2 0),1430,$2.31,"$3,300","$3,300",,"36,483",2006.0,20,34.0957386,-117.7227145,
,11/16/2023,Leased,29.0,CV23208846MR,1627,LSE,LD,7661   Haven AVE #U4,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1390,$2.01,"$2,800","$2,835",,"2,000",1991.0,6,34.1148506,-117.5757701,
,12/01/2023,Leased,28.0,CV23210087MR,1795,LSE,LD,1211   Parkview CIR ,UPLAND,2,3.00 (2 0 1 0),1668,$1.78,"$2,975","$2,975",,"4,284",1978.0,14,34.1252976,-117.6708464,
,02/16/2024,Leased,23.0,CV23210710MR,1543,LSE,LD,1325   Elderberry  ,ONTARIO,2,1.00 (1 0 0 0),825,$2.67,"$2,200","$2,200",,825,1978.0,87,34.0820272,-117.6741378,
,01/18/2024,Leased,13.0,CV23210894MR,1795,LSE,LD,640  N Third AVE #A,UPLAND,2,1.00 (1 0 0 0),873,$2.85,"$2,485","$2,485",$0.00,"1,900",1966.0,65,,,
,12/21/2023,Leased,28.0,CV23212127MR,1627,LSE,LD,8074   Joplin PL #109,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1357,$2.06,"$2,795","$2,795",,"1,100",2006.0,36,34.1070699,-117.5999012,
,03/05/2024,Leased,13.0,CV23212698MR,469,LSE,LD,572   San Francisco AVE #H,POMONA,2,1.00 (1 0 0 0),700,$2.43,"$1,700","$1,700",$0.00,"13,386",1971.0,99,34.0650339,-117.7423005,
,11/30/2023,Leased,6.0,CV23212801MR,1543,LSE,LD,1885  E Jay ST ,ONTARIO,3,2.00 (2 0 0 0),4134,$0.56,"$2,300","$2,300",$0.00,"7,500",1965.0,13,34.0753066,-117.611435,
,01/18/2024,Leased,17.0,CV23212874MR,1455,LSE,LD,8823   Jacaranda  #A,MONTCLAIR,1,2.00 (1 0 1 0),1126,$1.95,"$2,200","$2,200",,"1,126",2015.0,57,,,
,11/27/2023,Leased,18.0,CV23213299MR,487,LSE,LD,1365   Lafayette RD #B,CLAREMONT,2,1.00 (1 0 0 0),900,$2.78,"$2,500","$2,500",$0.00,"13,419",2010.0,8,34.1087966,-117.7255998,
,12/30/2023,Leased,27.0,CV23214577MR,487,LSE,LD,648  W 1st ST ,CLAREMONT,3,3.00 (2 1 0 0),1658,$2.08,"$3,450","$3,450",,"26,795",2004.0,12,34.0945822,-117.7189063,
,01/24/2024,Leased,10.0,CV23216127MR,1795,LSE,LD,1476   Randy St ST #D,UPLAND,2,2.00 (1 0 1 0),1000,$2,"$2,000","$2,000",$0.00,"1,000",1965.0,56,34.1170579,-117.66179663453752,
,01/17/2024,Leased,14.0,CV23218741MR,469,LSE,LD,2013   Las Vegas AVE #7,POMONA,1,1.00 (1 0 0 0),600,$2.67,"$1,600","$1,600",$0.00,"19,466",1963.0,35,34.0839548,-117.7509103,
,03/15/2024,Leased,16.0,CV23218757MR,469,LSE,LD,2013   Las Vegas AVE #14,POMONA,2,2.00 (2 0 0 0),800,$2.31,"$1,850","$1,850",$0.00,"19,466",1963.0,99,34.0839548,-117.7509103,
,01/03/2024,Leased,22.0,CV23224576MR,487,LSE,LD,611   Mckenna ST ,CLAREMONT,3,3.00 (3 0 0 0),1527,$2.52,"$3,850","$3,850",$375.00,"36,483",2006.0,21,34.099957700000004,-117.70617915411111,
,02/26/2024,Leased,14.0,CV23224754MR,469,LSE,LD,1062  N Huntington BLVD #5,POMONA,1,1.00 (1 0 0 0),450,$3.78,"$1,700","$1,700",$0.00,450,1952.0,59,,,
,03/27/2024,Leased,13.0,CV23224888MR,1455,LSE,LD,5154   Canoga ST ,MONTCLAIR,2,1.00 (1 0 0 0),780,$2.24,"$1,750","$2,100",$0.00,"7,590",1958.0,94,34.0660079,-117.6926673,
,01/23/2024,Leased,16.0,CV23226908MR,487,LSE,LD,773   Huron PL ,CLAREMONT,3,3.00 (3 0 0 0),1781,$1.97,"$3,500","$3,500",$141.00,"22,369",2014.0,37,34.1210741,-117.7284189,
,01/18/2024,Leased,38.0,CV23228539MR,487,LSE,LD,1006   Newberry LN ,CLAREMONT,3,3.00 (1 1 1 0),1750,$2.14,"$3,750","$3,750",$272.00,"39,763",2020.0,26,34.121097,-117.7351675,
,03/01/2024,Leased,23.0,CV23229039MR,1627,LSE,LD,8575   Sandstone PL ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1231,$2.15,"$2,650","$2,650",,"2,000",1986.0,38,34.0981514,-117.6179724,
,02/16/2024,Leased,20.0,CV23229058MR,1627,LSE,LD,8348   Sunset Trail PL #B,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1339,$1.98,"$2,650","$2,650",,"1,339",1987.0,27,34.1019503,-117.5821735,
,01/24/2024,Leased,43.0,CV23229953MR,1627,LSE,LD,8729   Olive Tree DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1793,$1.62,"$2,900","$2,900",,"2,000",2011.0,6,34.106954,-117.6151474,
,03/06/2024,Leased,21.0,CV23230635MR,1627,LSE,LD,10560   Wilding DR ,RANCHO CUCAMONGA,3,2.00 (2 0 0 0),1443,$2.08,"$3,000","$3,000",,800,2020.0,50,34.103352099999995,-117.57521020859156,
,01/20/2024,Leased,33.0,CV23231004MR,1627,LSE,LD,11544   Stoneridge DR ,RANCHO CUCAMONGA,3,3.00 (2 0 1 0),1248,$2.36,"$2,950","$2,950",,"1,640",1994.0,23,34.1209758,-117.5523742,
,01/24/2024,Leased,20.0,CV24001566MR,1795,LSE,LD,225   N. San Antonio AVE ,UPLAND,3,3.00 (2 0 1 0),1300,$2.11,"$2,740","$2,740",$0.00,160,2022.0,13,34.0964401,-117.6608626,
,01/24/2024,Leased,19.0,CV24001654MR,1795,LSE,LD,219   N. San Antonio AVE ,UPLAND,3,3.00 (2 0 1 0),1300,$2.11,"$2,740","$2,740",$0.00,160,2022.0,10,34.0963791,-117.6608615,
,01/29/2024,Leased,16.0,CV24002097MR,469,LSE,LD,3640   Sumner AVE #103,POMONA,2,2.00 (2 0 0 0),1213,$1.57,"$1,900","$1,900",,"81,775",1979.0,15,34.0986548,-117.7422182,
,03/03/2024,Leased,46.0,CV24003568MR,1795,LSE,LD,1370  W 8th ST ,UPLAND,2,1.00 (1 0 0 0),969,$2.58,"$2,500","$2,500",$0.00,969,1972.0,31,34.0923658,-117.6689773,
,04/18/2024,Leased,23.0,CV24004608MR,487,LSE,LD,744  W 1st ST ,CLAREMONT,3,3.00 (3 0 0 0),1658,$2.11,"$3,500","$3,500",$420.00,"7,412",2004.0,99,,,
,03/11/2024,Leased,17.0,CV24005605MR,469,LSE,LD,1062  N Huntington BLVD #2,POMONA,1,1.00 (1 0 0 0),450,$3.78,"$1,700","$1,750",$0.00,450,1952.0,56,,,
,03/27/2024,Leased,26.0,CV24006780MR,487,LSE,LD,774  W 1st ST ,CLAREMONT,3,3.00 (2 0 1 0),1674,$2.03,"$3,400","$3,500",$425.00,,2004.0,70,,,
,03/06/2024,Leased,27.0,CV24007007MR,469,LSE,LD,960  E Bonita AVE #5,POMONA,1,1.00 (1 0 0 0),535,$3.36,"$1,800","$1,800",,"354,990",1979.0,48,34.0960889,-117.7338404,
,03/18/2024,Leased,48.0,CV24007954MR,1627,LSE,LD,11011   Skyglow DR ,RANCHO CUCAMONGA,3,4.00 (2 0 2 0),1908,$1.83,"$3,500","$3,500",,"1,890",2021.0,35,34.0809749,-117.5633198,
,04/05/2024,Leased,18.0,CV24010616MR,469,LSE,LD,235  E Franklin AVE ,POMONA,2,2.00 (2 0 0 0),1050,$2.52,"$2,650","$2,695",$0.00,"20,037",2024.0,75,34.0406928,-117.7480016,
,02/26/2024,Leased,35.0,CV24010874MR,1795,LSE,LD,1500   Amsterdam CT ,UPLAND,3,3.00 (2 0 1 0),1504,$1.99,"$3,000","$3,000",,"1,029",2009.0,38,34.1072681,-117.6779243,
,03/11/2024,Leased,21.0,CV24012102MR,469,LSE,LD,2013   Las Vegas AVE #3,POMONA,2,2.00 (2 0 0 0),800,$2.44,"$1,950","$1,950",$0.00,800,1963.0,46,34.0839548,-117.7509103,
,03/28/2024,Leased,16.0,CV24014993MR,1795,LSE,LD,888  N Palm AVE #3,UPLAND,3,2.00 (1 0 1 0),1060,$2.17,"$2,300","$2,300",$0.00,"1,060",1962.0,62,34.1048808,-117.6537115,
,03/01/2024,Leased,23.0,CV24015604MR,1795,LSE,LD,1293   Upland Hills DR ,UPLAND,3,2.00 (2 0 0 0),2020,$1.73,"$3,500","$3,500",,"2,020",1990.0,27,34.1243058,-117.6341362,
,03/23/2024,Leased,20.0,CV24016080MR,1627,LSE,LD,8643   Calle Del Prado  ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),875,$2.28,"$1,995","$2,075",,"9,450",1976.0,48,34.1185531,-117.6166999,
,03/13/2024,Leased,28.0,CV24016377MR,1627,LSE,LD,9634   Nova PL ,RANCHO CUCAMONGA,2,2.00 (2 0 0 0),1002,$2.74,"$2,750","$2,790",,"1,002",2021.0,46,34.12636986374825,-117.55690298107808,
,02/12/2024,Leased,1.0,CV24018103MR,1543,LSE,LD,1128  E Sixth ST #A,ONTARIO,2,2.00 (1 0 1 0),875,$2.06,"$1,800","$1,800",$0.00,"6,615",1964.0,12,,,
,04/05/2024,Leased,2.0,CV24024385MR,1543,LSE,LD,1248  W Stoneridge CT #3,ONTARIO,1,1.00 (1 0 0 0),5586,$0.28,"$1,550","$1,550",$0.00,"15,300",1958.0,54,34.0646473,-117.6735615,
,02/09/2024,Leased,50.0,CV24024852MR,1795,LSE,LD,1122   Kats WAY ,UPLAND,3,3.00 (2 0 1 0),1615,$1.98,"$3,200","$3,200",$251.00,"1,203",2020.0,3,,,
,02/29/2024,Leased,15.0,CV24024994MR,1543,LSE,LD,1316  N Parkside DR #C,ONTARIO,2,1.00 (1 0 0 0),900,$1.94,"$1,750","$1,750",$0.00,900,1963.0,11,34.0738255,-117.6301477,
,03/25/2024,Leased,9.0,CV24025034MR,1543,LSE,LD,309  N Beverly CT #309,ONTARIO,2,1.00 (1 0 0 0),770,$2.47,"$1,900","$1,900",$0.00,"7,920",1952.0,44,34.0657514,-117.6589454,
,03/14/2024,Leased,17.0,CV24027111MR,1795,LSE,LD,888  N Palm AVE #8,UPLAND,3,2.00 (1 0 1 0),1100,$2.09,"$2,300","$2,300",$0.00,"22,446",1962.0,22,34.1048808,-117.6537115,
,02/29/2024,Leased,14.0,CV24029411MR,1543,LSE,LD,3201   Triumph LN #4,ONTARIO,3,2.00 (1 0 1 0),1100,$2.23,"$2,450","$2,450",$0.00,"1,300",1987.0,16,34.07151,-117.582479,
,02/26/2024,Leased,10.0,CV24029425MR,1543,LSE,LD,3201   Triumph  #3,ONTARIO,2,1.00 (1 0 0 0),900,$2.42,"$2,175","$2,175",$0.00,975,1987.0,12,34.07151,-117.582479,
,02/24/2024,Leased,9.0,CV24029473MR,1455,LSE,LD,5175   San Antonio WAY ,MONTCLAIR,3,2.00 (2 0 0 0),1224,$2.17,"$2,650","$2,650",,"1,224",1988.0,12,34.0534251,-117.6921524,
,03/22/2024,Leased,32.0,CV24037909MR,487,LSE,LD,720  W 1st ST ,CLAREMONT,2,3.00 (3 0 0 0),1658,$1.99,"$3,300","$3,300",,"22,702",2004.0,13,34.0945822,-117.7189063,
,03/16/2024,Leased,23.0,CV24038866MR,1455,LSE,LD,4956   Willow  #F,MONTCLAIR,2,2.00 (1 0 1 0),1204,$1.99,"$2,400","$2,400",,,2017.0,17,,,
,02/28/2024,Leased,3.0,CV24038991MR,487,LSE,LD,501  W Foothill BLVD ,CLAREMONT,3,2.00 (2 0 0 0),1502,$2.06,"$3,100","$3,100",$0.00,"79,019",2022.0,2,34.1071291,-117.7211025,
,03/30/2024,Leased,24.0,CV24039618MR,1795,LSE,LD,227  N San Antonio AVE ,UPLAND,3,3.00 (2 0 1 0),1315,$2.09,"$2,750","$2,750",$0.00,100,2022.0,16,34.0964605,-117.660863,
,03/22/2024,Leased,33.0,CV24040032MR,1455,LSE,LD,4951   Laurel  #D,MONTCLAIR,2,3.00 (2 0 1 0),1395,$1.90,"$2,650","$2,650",,"1,395",2015.0,4,,,
,03/08/2024,Leased,13.0,CV24041036MR,469,LSE,LD,1062   Huntington ST #1,POMONA,1,1.00 (1 0 0 0),730,$2.40,"$1,750","$1,750",$0.00,730,1952.0,5,34.0675944,-117.7614134,
,04/29/2024,Leased,67.0,CV24044921MR,1627,LSE,LD,9565   Hammock PL ,RANCHO CUCAMONGA,3,3.00 (3 0 0 0),2102,$1.62,"$3,400","$3,350",,"2,102",2021.0,27,34.0800806,-117.5633903,
,03/22/2024,Leased,21.0,CV24049393MR,487,LSE,LD,115   Cornell AVE ,CLAREMONT,3,4.00 (2 1 1 0),1430,$2.45,"$3,500","$3,500",$375.00,"36,472",2006.0,9,34.0953231,-117.7221261,
,04/29/2024,Leased,5.0,CV24050168MR,1543,LSE,LD,1200  S San Antonio AVE #20,ONTARIO,2,2.00 (2 0 0 0),872,$2.01,"$1,750","$1,750",$0.00,"51,401",1986.0,43,34.05131,-117.660648,
,04/16/2024,Leased,16.0,CV24054850MR,1627,LSE,LD,9860   Paloma CT ,RANCHO CUCAMONGA,2,2.00 (1 0 1 0),938,$2.77,"$2,600","$2,600",,"2,000",1984.0,20,34.1104233,-117.589766,
,05/28/2024,Leased,20.0,CV24057010MR,1795,LSE,LD,751   Wedgewood AVE #B,UPLAND,2,2.00 (1 0 1 0),1000,$1.80,"$1,800","$1,800",$0.00,"7,930",1963.0,60,34.1025974,-117.672122,
,04/12/2024,Leased,10.0,CV24058071MR,1455,LSE,LD,5152   Canoga ST ,MONTCLAIR,2,1.00 (1 0 0 0),780,$2.37,"$1,850","$1,850",$0.00,"7,590",1958.0,12,34.0660078,-117.6926908,
