"Open.Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths.FTHQ.","SqFt","LP...SqFt","LP","SP","HOD","Lot.Sz","YB","DOM","X..of.Units","Change.Date"
NA,42,"DW21225947MR",1666,"INC","S","1975  E San Bernardino AVE ","SAN BERNARDINO",NA,"3.00 (0 0 0 0)","2,270","$264.30","$599,950","$620,000","","26,550",1946,5,2,"11/29/2021"
NA,16,"EV21202245MR",1431,"INC","S","1362 1364  Turquoise AVE ","MENTONE",NA,"2.00 (0 0 0 0)","1,300","$346.15","$450,000","$467,500","","11,537",1972,6,2,"12/06/2021"
NA,2,"MB21233097MR",1666,"INC","S","1271   Coulston ST ","SAN BERNARDINO",NA,"2.00 (0 0 0 0)","786","$604.33","$475,000","$480,000","","7,068",1981,5,2,"12/22/2021"
NA,5,"EV21250062MR",1640,"INC","S","7   Parkwood DR ","REDLANDS",NA,"9.00 (0 0 0 0)","882","$3,174.60","$2,800,000","$2,400,000","$0.00","6,250",1927,17,9,"12/28/2021"
NA,20,"IG21245211MR",1382,"INC","S","26253   Cambria LN ","LOMA LINDA",2,"2.00 (2 0 0 0)","1,248","$343.75","$429,000","$435,000","$0.00","3,300",1984,5,NA,"12/28/2021"
NA,16,"EV21214319MR",1431,"INC","S","1275   Olivine AVE ","MENTONE",NA,"2.00 (0 0 0 0)","1,837","$179.10","$329,000","$320,000","$0.00","10,620",1928,6,2,"01/02/2022"
NA,6,"EV21245592MR",1382,"INC","S","24648   Shepardson DR ","LOMA LINDA",NA,"4.00 (0 0 0 0)","3,600","$305.56","$1,100,000","$1,110,000","$0.00","6,650",1930,17,4,"01/25/2022"
NA,18,"SW21226925MR",1382,"INC","S","25388   Van Leuven ST ","LOMA LINDA",NA,"3.00 (0 0 0 0)","1,954","$307.01","$599,900","$510,000","$0.00","8,485",1954,0,2,"01/31/2022"
NA,28,"EV21267250MR",1640,"INC","S","913   Columbia ST ","REDLANDS",NA,"2.00 (0 0 0 0)","1,815","$330.03","$599,000","$625,000","","6,144",1910,5,2,"02/09/2022"
NA,2,"CV21266562MR",1640,"INC","S","79   Price ST ","REDLANDS",NA,"7.00 (0 0 0 0)","3,910","$252.69","$988,000","$970,000","$1,552.00","16,555",1982,3,4,"02/15/2022"
NA,10,"IV20246163MR",1666,"INC","S","391  E Caroline ST ","SAN BERNARDINO",NA,"2.00 (0 0 0 0)","1,699","$281.93","$479,000","$469,000","","21,300",1945,348,2,"02/17/2022"
NA,9,"DW22023312MR",1666,"INC","S","1244   Lee ST ","SAN BERNARDINO",NA," (0 0 0 0)","8,717","$160.61","$1,400,000","$1,345,000","$0.00","36,590",1946,1,8,"02/18/2022"
NA,29,"EV21265083MR",1382,"INC","S","24500   University AVE ","LOMA LINDA",NA,"4.00 (0 0 0 0)","2,627","$376.48","$989,000","$990,000","$0.00","9,180",1952,11,3,"02/27/2022"
NA,8,"IV20246169MR",1666,"INC","S","403  E Caroline ST ","SAN BERNARDINO",NA,"2.00 (0 0 0 0)","1,836","$260.89","$479,000","$469,000","","21,300",1956,335,2,"03/02/2022"
NA,20,"210033580SD",1640,"INC","S","819   W Olive  Avenue ","redlands",4,"3.00 (0 0 0 0)","","$0","$849,000","$810,000","$0.00","7,290",1908,35,3,"03/02/2022"
NA,7,"EV21243400MR",1640,"INC","S","329   Alvarado ST ","REDLANDS",NA," (0 0 0 0)","1,857","$438.88","$815,000","$820,000","","11,920",1955,40,3,"03/30/2022"
NA,1,"TR22001492MR",1640,"INC","S","1118   Post ST ","REDLANDS",NA,"3.00 (0 0 0 0)","4,006","$236.65","$948,000","$1,002,500","","12,004",1985,6,4,"04/06/2022"
NA,2,"MB21233207MR",1666,"INC","S","1279   Coulston ST ","SAN BERNARDINO",NA,"3.00 (0 0 0 0)","962","$497.92","$479,000","$479,000","","7,068",1942,121,2,"04/13/2022"
NA,8,"EV22048848MR",1382,"INC","S","26200   Redlands BLVD #107","LOMA LINDA",NA,"1.00 (0 0 0 0)","715","$349.65","$250,000","$265,000","$304.00","3,268",1981,10,1,"04/28/2022"
NA,56,"EV21198636MR",1640,"INC","S","25   Parkwood DR ","REDLANDS",NA,"14.00 (0 0 0 0)","9,225","$379.40","$3,500,000","$3,140,000","$0.00","31,250",1938,77,13,"04/29/2022"
NA,2,"OC22039536MR",1382,"INC","S","11179   Poplar ST ","LOMA LINDA",NA,"4.00 (0 0 0 0)","3,974","$251.13","$998,000","$1,010,000","$0.00","8,085",1964,4,4,"05/09/2022"
NA,10,"NDP2203279MR",1640,"INC","S","25   Kendall AVE ","REDLANDS",NA,"0.00 (0 0 0 0)","2,585","$309.48","$799,999","$890,000","$0.00","11,920",1955,8,3,"05/31/2022"
NA,36,"IV21251321MR",1431,"INC","S","1359   Jasper AVE ","MENTONE",4,"3.00 (0 0 0 0)","1,972","$301.72","$595,000","$590,000","$0.00","21,760",1927,45,2,"06/08/2022"
NA,55,"TR21267001MR",1382,"INC","S","10960   Campus ST ","LOMA LINDA",15,"12.00 (0 0 0 0)","5,337","$449.32","$2,398,000","$2,680,000","$0.00","10,800",1968,22,12,"06/15/2022"
NA,25,"EV22078434MR",1666,"INC","S","1314  E Laurelwood DR ","SAN BERNARDINO",6,"3.00 (0 0 0 0)","1,810","$303.87","$550,000","$537,500","$0.00","7,875",1946,9,2,"07/02/2022"
NA,3,"EV22100487MR",1640,"INC","S","424   Grant ST ","REDLANDS",3,"2.00 (0 0 0 0)","1,496","$451.20","$675,000","$625,650","","6,250",1903,13,2,"07/07/2022"
NA,27,"EV22115998MR",1640,"INC","S","810  E Colton AVE ","REDLANDS",4,"3.00 (0 0 0 0)","1,562","$382.20","$597,000","$650,000","$0.00","7,650",1902,7,2,"07/12/2022"
NA,10,"22-143113",1640,"INC","S","920   STILLMAN AVE ","REDLANDS",20,"10.00 (0 0 0 0)","8,620","$301.62","$2,600,000","$2,373,000","","20,363",1964,14,10,"07/14/2022"
NA,49,"TR22127092MR",1382,"INC","S","25770   Miramonte ST ","LOMA LINDA",5,"4.00 (0 0 0 0)","1,950","$435.90","$850,000","$775,000","","7,200",1951,30,2,"07/28/2022"
NA,6,"EV22091058MR",1640,"INC","S","1126   Cero CT ","REDLANDS",8,"4.00 (0 0 0 0)","4,224","$212.59","$898,000","$885,000","","8,800",1964,46,4,"07/29/2022"
NA,3,"EV22110153MR",1382,"INC","S","25063   Court ST ","LOMA LINDA",2,"1.00 (1 0 0 0)","768","$683.59","$525,000","$465,000","$0.00","18,000",1938,61,NA,"08/08/2022"
NA,20,"CV22123816MR",1382,"INC","S","11165   San Mateo DR ","LOMA LINDA",1,"1.00 (0 0 0 0)","1","$549,800","$549,800","$530,000","$0.00","6,250",1922,26,2,"08/29/2022"
NA,23,"OC22129992MR",1640,"INC","S","1016   OXFORD DR ","REDLANDS",8,"8.00 (0 0 0 0)","4,360","$216.74","$945,000","$945,000","$0.00","12,586",1965,27,4,"08/30/2022"
NA,24,"EV22131741MR",1382,"INC","S","11565   Richmont RD ","LOMA LINDA",6,"3.00 (0 0 0 0)","2,354","$286.75","$675,000","$650,000","$0.00","9,605",1964,46,1,"09/02/2022"
NA,12,"EV22132248MR",1382,"INC","S","11073   San Juan ST ","LOMA LINDA",8,"0.00 (0 0 0 0)","4,050","$493.58","$1,999,000","$1,925,000","$0.00","6,257",1926,13,8,"09/03/2022"
NA,52,"EV22031313MR",1640,"INC","S","252   Sonora ST ","REDLANDS",5,"4.00 (0 0 0 0)","2,737","$400.07","$1,095,000","$1,050,000","$0.00","11,920",1910,148,3,"09/09/2022"
NA,32,"IV22142924MR",1382,"INC","S","10424   Spade DR ","LOMA LINDA",2,"0.00 (0 0 0 0)","1,840","$326.08","$599,980","$556,350","$0.00","8,280",1952,49,2,"09/16/2022"
NA,12,"CV21169261MR",1382,"INC","S","25432   Cole ST ","LOMA LINDA",2,"15.00 (0 0 0 0)","9,200","$326.07","$2,999,800","$2,800,000","","16,306",2016,247,5,"10/23/2022"
NA,12,"EV22211450MR",1382,"INC","S","11258   Rosarita DR ","LOMA LINDA",4,"4.00 (0 0 0 0)","2,016","$421.63","$850,000","$800,000","","27,000",1954,8,4,"10/24/2022"
NA,34,"EV22186066MR",1640,"INC","S","1121   Post ST ","REDLANDS",6,"5.00 (0 0 0 0)","2,900","$258.59","$749,900","$630,000","$475.00","9,240",1985,37,3,"11/01/2022"
NA,24,"EV22190053MR",1640,"INC","S","10724   Crafton AVE ","REDLANDS",1,"1.00 (0 0 0 0)","600","$1,248.33","$749,000","$725,000","$0.00","189,486",2003,29,1,"11/15/2022"
NA,7,"IG22166998MR",1666,"INC","S","1484   Hardt ST ","SAN BERNARDINO",4,"2.00 (0 0 0 0)","1,600","$353.13","$565,000","$520,000","$0.00","22,260",1964,88,2,"11/22/2022"
NA,50,"OC22233326MR",1640,"INC","S","4   Price ST ","REDLANDS",8,"7.00 (0 0 0 0)","3,910","$242.68","$948,888","$935,000","$1,740.00","10,010",1979,11,4,"11/22/2022"
NA,22,"OC22195657MR",1640,"INC","S","509  W Olive AVE ","REDLANDS",4,"4.00 (0 0 0 0)","2,552","$352.27","$899,000","$885,000","","11,920",1940,22,4,"12/16/2022"
NA,16,"IV22212914MR",1666,"INC","S","1238   Gould ST ","SAN BERNARDINO",8,"8.00 (0 0 0 0)","3,404","$381.76","$1,299,500","$1,290,000","","17,062",2022,56,4,"12/17/2022"
NA,7,"EV22217017MR",1640,"INC","S","622   Pine AVE ","REDLANDS",8,"4.00 (0 0 0 0)","3,500","$385.71","$1,350,000","$1,125,000","","11,920",1957,23,4,"12/20/2022"
NA,27,"IV22086586MR",1382,"INC","S","1794   Davidson ST ","LOMA LINDA",7,"5.00 (0 0 0 0)","2,260","$298.67","$675,000","$660,000","$0.00","12,210",1948,159,3,"12/28/2022"
NA,31,"IV22221189MR",1382,"INC","S","25637   Lane ST ","LOMA LINDA",4,"2.00 (0 0 0 0)","1,840","$326.03","$599,900","$585,000","$0.00","8,385",1946,50,2,"12/28/2022"
NA,31,"IV22222472MR",1382,"INC","S","25637   Lane ST ","LOMA LINDA",4,"2.00 (0 2 0 0)","1,840","$326.03","$599,900","$585,000","$0.00","8,385",1946,50,NA,"12/28/2022"
NA,52,"PW22230571MR",1640,"INC","S","815   Brookside AVE ","REDLANDS",12,"6.00 (0 0 0 0)","4,524","$331.56","$1,500,000","$1,500,000","","27,500",1949,23,5,"12/29/2022"
NA,25,"EV22224282MR",1640,"INC","S","14   Tennessee ST ","REDLANDS",6,"3.00 (0 0 0 0)","2,934","$296.18","$869,000","$830,000","$0.00","12,000",1964,34,3,"01/26/2023"
NA,1,"EV22253917MR",1640,"INC","S","531  W Clark ST ","REDLANDS",4,"0.00 (0 0 0 0)","2,303","$373.43","$860,000","$860,000","","8,600",1987,0,4,"01/27/2023"
NA,39,"CV22259508MR",1640,"INC","S","920   Church ST ","REDLANDS",3,"2.00 (0 0 0 0)","1,644","$425.73","$699,900","$708,000","$0.00","9,720",1960,16,2,"02/13/2023"
NA,14,"IG23005268MR",1640,"INC","S","521  E Brockton AVE ","REDLANDS",6,"5.00 (0 0 0 0)","2,900","$293.10","$849,999","$835,000","$475.00","11,919",1985,2,3,"03/02/2023"
NA,1,"IG23017235MR",1640,"INC","S","511   Courier AVE ","REDLANDS",9,"8.00 (0 0 0 0)","3,880","$257.73","$1,000,000","$962,500","$570.00","12,600",1981,5,4,"03/17/2023"
NA,25,"CV22257361MR",1640,"INC","S","213   11TH ST ","REDLANDS",2,"2.00 (2 0 0 0)","1,392","$358.48","$499,000","$450,000","$0.00","6,525",1964,23,NA,"03/23/2023"
NA,20,"OC22223981MR",1640,"INC","S","831   Washington ST ","REDLANDS",3,"3.00 (0 0 0 0)","1,579","$411.02","$649,000","$618,500","","6,400",1960,88,2,"03/27/2023"
NA,15,"P1-12571PF",1640,"INC","S","210  E High AVE ","REDLANDS",2,"2.00 (0 0 0 0)","1,628","$399.26","$650,000","$665,000","$0.00","7,700",1908,43,NA,"03/28/2023"
NA,1,"IG23016338MR",1640,"INC","S","501   Courier AVE #A-D","REDLANDS",9,"8.00 (0 0 0 0)","4,006","$249.63","$1,000,000","$962,500","$570.00","12,180",1981,0,4,"04/03/2023"
NA,36,"IV23015488MR",1640,"INC","S","48   San Gorgonio DR ","REDLANDS",3,"2.00 (0 0 0 0)","1,538","$421.98","$649,000","$720,000","$0.00","7,440",1924,32,2,"04/27/2023"
NA,7,"IG23025963MR",1640,"INC","S","1631   CLAY ST ","REDLANDS",4,"4.00 (4 0 0 0)","1,955","$268.54","$525,000","$525,000","$0.00","6,400",1954,48,NA,"05/26/2023"
NA,1,"EV23083700MR",1382,"INC","S","11242   Benton ST ","LOMA LINDA",7,"4.00 (0 0 0 0)","3,174","$299.31","$950,000","$960,000","$0.00","7,200",1963,6,3,"06/07/2023"
NA,3,"AR23058614MR",1666,"INC","S","382   Caroline ST ","SAN BERNARDINO",3,"2.00 (0 0 0 0)","1,244","$349.68","$435,000","$420,000","$0.00","21,300",1938,23,2,"06/12/2023"
NA,28,"EV23056205MR",1382,"INC","S","11272   San Juan ST ","LOMA LINDA",2,"2.00 (0 0 0 0)","1,191","$461.80","$550,000","$600,000","$0.00","6,000",1955,15,2,"06/14/2023"
NA,28,"EV23057009MR",1382,"INC","S","11272   San Juan ST ","LOMA LINDA",2,"2.00 (1 1 0 0)","1,191","$461.80","$550,000","$600,000","$0.00","6,000",1955,15,NA,"06/14/2023"
NA,17,"EV23093580MR",1431,"INC","S","1365   Crafton AVE #1018","MENTONE",1,"1.00 (0 0 0 0)","716","$335.20","$240,000","$240,000","$325.00","897",1991,12,1,"07/10/2023"
NA,1,"EV23083734MR",1382,"INC","S","11232   Benton ST ","LOMA LINDA",7,"4.00 (0 0 0 0)","3,174","$299.31","$950,000","$956,000","$0.00","7,200",1963,6,3,"07/12/2023"
NA,16,"EV23063895MR",1431,"INC","S","1906   Mentone BLVD #A & B","MENTONE",3,"2.00 (0 0 0 0)","1,557","$234.43","$365,000","$335,000","$0.00","17,640",1930,66,2,"07/17/2023"
NA,24,"IV23067792MR",1640,"INC","S","248   Alvarado ST ","REDLANDS",3,"3.00 (2 0 1 0)","2,635","$257.69","$679,000","$646,500","$0.00","9,720",1900,46,NA,"07/20/2023"
NA,28,"23-235941",1382,"INC","S","1314  E Laurelwood Dr ","San Bernardino",6,"3.00 (0 0 0 0)","1,810","$342.54","$620,000","$530,000","","7,875",1946,63,2,"07/31/2023"
NA,1,"EV23143426MR",1640,"INC","S","419   Cajon Street ","REDLANDS",6,"4.00 (0 0 0 0)","2,162","$367.72","$795,000","$795,000","$0.00","6,315",1930,0,3,"08/02/2023"
NA,1,"EV23068369MR",1640,"INC","S","517   Walnut AVE ","REDLANDS",3,"3.00 (0 0 0 0)","1,379","$572.15","$789,000","$779,000","$0.00","10,800",1959,26,2,"08/10/2023"
NA,5,"EV23109146MR",1640,"INC","S","11   Parkwood DR ","REDLANDS",1,"1.00 (0 0 0 0)","1,632","$427.08","$697,000","$684,300","$0.00","7,500",1926,12,2,"08/11/2023"
NA,43,"NP23037357MR",1640,"INC","S","225   Norwood Street ","REDLANDS",2,"2.00 (2 0 0 0)","1,500","$493.33","$740,000","$720,000","$0.00","6,650",1930,139,NA,"08/14/2023"
NA,39,"EV23095783MR",1382,"INC","S","25662   Lane ST ","LOMA LINDA",2,"2.00 (2 0 0 0)","1,497","$360.05","$539,000","$565,000","$0.00","7,308",1946,9,NA,"08/28/2023"
NA,28,"CV23013056MR",1382,"INC","S","25432   Park Aveneue  #1 & 2","LOMA LINDA",6,"5.00 (0 0 0 0)","2,156","$429.04","$925,000","$900,000","$0.00","7,579",2023,167,2,"09/06/2023"
NA,15,"CV23143858MR",1640,"INC","S","1131  E Citrus AVE ","REDLANDS",8,"8.00 (0 0 0 0)","4,224","$236.27","$998,000","$1,242,500","","11,000",1964,4,4,"09/08/2023"
NA,35,"OC23143480MR",1382,"INC","S","11222   Exeter ST ","LOMA LINDA",4,"2.00 (0 0 0 0)","1,992","$363.96","$725,000","$725,000","$0.00","7,271",1963,20,2,"09/26/2023"
NA,37,"CV23164364MR",1382,"INC","S","24399   University AVE ","LOMA LINDA",4,"2.00 (0 0 0 0)","1,777","$393.87","$699,900","$695,000","$0.00","9,780",1956,7,2,"10/05/2023"
NA,1,"TR23153088MR",1666,"INC","S","1214   Hardt ST ","SAN BERNARDINO",5,"3.00 (3 0 0 0)","1,271","$313.93","$399,000","$400,000","$0.00","8,100",1955,11,NA,"11/09/2023"
NA,10,"OC23199017MR",1640,"INC","S","1126   Cero CT ","REDLANDS",8,"8.00 (0 0 0 0)","4,224","$283.85","$1,199,000","$1,252,500","$0.00","8,800",1964,10,4,"12/29/2023"
NA,7,"PW23176180MR",1640,"INC","S","1218   Oxford DR ","REDLANDS",9,"7.00 (0 0 0 0)","4,006","$295.81","$1,185,000","$1,100,000","$475.00","12,000",1985,65,4,"01/20/2024"
NA,14,"EV23223569MR",1382,"INC","S","10404   Mountain View AVE ","LOMA LINDA",3,"1.00 (0 0 0 0)","1,081","$346.90","$375,000","$350,000","$0.00","8,280",1951,38,1,"02/06/2024"
NA,41,"EV23186091MR",1431,"INC","S","2139   Nice AVE ","MENTONE",3,"2.00 (0 0 0 0)","2,705","$469.50","$1,270,000","$1,025,000","$0.00","89,323",1940,77,4,"04/03/2024"
NA,13,"EV24017468MR",1382,"INC","S","25824   Chula Vista ST ","LOMA LINDA",4,"2.00 (2 0 0 0)","1,552","$450.39","$699,000","$752,000","$0.00","7,200",1952,24,NA,"04/19/2024"
NA,3,"EV24040236MR",1382,"INC","S","24461   University AVE ","LOMA LINDA",4,"3.00 (0 0 0 0)","2,130","$365.49","$778,500","$790,000","$0.00","10,500",1951,8,3,"04/26/2024"
NA,9,"WS24050473MR",1640,"INC","S","1250   Tribune ST ","REDLANDS",9,"7.00 (0 0 0 0)","4,006","$287.07","$1,150,000","$1,150,000","","12,390",1981,6,4,"05/03/2024"
NA,31,"EV23189487MR",1382,"INC","S","11274   San Juan ST ","LOMA LINDA",2,"3.00 (0 0 0 0)","1,550","$500","$775,000","$740,000","$0.00","7,625",1930,174,3,"05/03/2024"
NA,16,"EV24072831MR",1640,"INC","S","1128  W Palm AVE ","REDLANDS",3,"11.00 (0 0 0 0)","8,709","$172.24","$1,500,000","$1,250,000","","19,565",1930,9,17,"06/11/2024"
NA,29,"EV24082168MR",1640,"INC","S","1555   Orange AVE #1202","REDLANDS",3,"3.00 (0 0 0 0)","1,314","$361.49","$475,000","$475,000","$275.00","1,550",2005,0,1,"06/13/2024"
NA,19,"OC24082888MR",1640,"INC","S","30  N Ash ST ","REDLANDS",10,"9.00 (0 0 0 0)","17,205","$261.55","$4,500,000","$4,200,000","","22,260",1964,32,20,"06/28/2024"
NA,31,"CV24083914MR",1640,"INC","S","308  S Buena Vista ST ","REDLANDS",5,"4.00 (0 0 0 0)","2,704","$332.84","$900,000","$905,000","","11,920",1898,10,3,"06/28/2024"
NA,40,"OC24026474MR",1640,"INC","S","319 319.5 W Colton AVE #319-321","REDLANDS",3,"2.00 (0 0 0 0)","1,072","$629.66","$675,000","$680,000","$0.00","3,600",1927,161,2,"08/21/2024"
NA,22,"OC24114218MR",1666,"INC","S","1468   Sepulveda AVE ","SAN BERNARDINO",8,"4.00 (0 0 0 0)","3,920","$280.36","$1,099,000","$935,000","$0.00","7,750",1956,32,4,"08/22/2024"
NA,13,"WS24095714MR",1640,"INC","S","521   Courier AVE ","REDLANDS",9,"7.00 (0 0 0 0)","4,006","$287.07","$1,150,000","$1,150,000","","12,111",1985,61,4,"08/28/2024"
NA,7,"219114702DA",1666,"INC","S","1195  E Davidson ST ","San Bernardino",4,"6.00 (4 0 2 0)","1,964","$292.77","$575,000","$535,000","","7,300",1960,8,2,"09/12/2024"
NA,6,"IV24168940MR",1431,"INC","S","1337   Malachite AVE ","MENTONE",2,"1.00 (0 0 0 0)","1,856","$290.95","$540,000","$540,000","$0.00","7,085",1950,8,2,"09/17/2024"
NA,58,"SR24083500MR",1640,"INC","S","168  E Highland AVE ","REDLANDS",4,"2.00 (2 0 0 0)","1,818","$379.54","$690,000","$643,196","$0.00","15,000",1950,44,NA,"09/18/2024"
NA,34,"IG24155271MR",1640,"INC","S","660   Crystal Springs LN ","REDLANDS",4,"3.00 (0 0 0 0)","3,026","$236.29","$714,999","$712,000","$80.00","6,486",2005,28,1,"09/25/2024"
NA,46,"OC24127604MR",1382,"INC","S","10982   Rincon ST ","LOMA LINDA",8,"4.00 (0 0 0 0)","3,448","$333.53","$1,150,000","$1,135,000","$0.00","8,925",1977,66,4,"10/07/2024"
NA,46,"OC24129825MR",1382,"INC","S","10982   Rincon ST ","LOMA LINDA",8,"4.00 (4 0 0 0)","3,448","$333.53","$1,150,000","$1,135,000","$0.00","8,925",1977,66,NA,"10/07/2024"
NA,5,"P1-18192PF",1640,"INC","S","79   Price ST ","REDLANDS",8,"7.00 (0 0 0 0)","3,910","$277.49","$1,085,000","$1,088,000","$1,875.00","16,555",1982,27,4,"10/10/2024"
NA,7,"SB24070376MR",1640,"INC","S","1367   Milburn AVE ","REDLANDS",8,"8.00 (0 0 0 0)","3,838","$280.09","$1,075,000","$954,250","$1,875.00","10,010",1979,89,4,"10/11/2024"
NA,1,"IG24190346MR",1640,"INC","S","1140   Oxford DR ","REDLANDS",9,"7.00 (0 0 0 0)","4,006","$234.65","$940,000","$940,000","$684.00","12,000",1985,1,4,"10/11/2024"
NA,3,"DW24177915MR",1640,"INC","S","1208   Post ST ","REDLANDS",9,"7.00 (0 0 0 0)","4,006","$297.05","$1,190,000","$1,190,000","$689.00","12,001",1981,24,4,"11/07/2024"
NA,42,"24-421163",1382,"INC","S","11336   San Juan St ","Loma Linda",0,"0.00 (0 0 0 0)","1,708","$453.75","$775,000","$710,250","","8,888",1957,35,2,"11/07/2024"
NA,29,"OC24058476MR",1640,"INC","S","102   Parkwood DR ","REDLANDS",6,"7.00 (0 0 0 0)","3,936","$412.86","$1,625,000","$1,625,000","$0.00","8,000",1940,28,7,"11/27/2024"
NA,43,"IV24186697MR",1640,"INC","S","960   Chesnut AVE ","REDLANDS",6,"3.00 (0 0 0 0)","1,883","$461.76","$869,500","$869,500","$0.00","7,200",1926,9,3,"12/10/2024"
NA,43,"IV24187704MR",1640,"INC","S","960   Chestnut AVE ","REDLANDS",6,"3.00 (3 0 0 0)","1,883","$461.76","$869,500","$869,500","$0.00","7,200",1926,9,3,"12/10/2024"
NA,19,"IG24226080MR",1666,"INC","S","1572  E Davidson ST ","SAN BERNARDINO",4,"4.00 (0 0 0 0)","2,146","$256.29","$550,000","$530,000","$0.00","7,525",1978,14,2,"12/20/2024"
NA,11,"IG24226761MR",1666,"INC","S","1582  E Davidson ST ","SAN BERNARDINO",4,"2.00 (0 0 0 0)","1,600","$328.13","$525,000","$510,000","$0.00","9,275",1968,14,2,"12/20/2024"
NA,5,"IV24202688MR",1431,"INC","S","1780   Mentone BLVD ","MENTONE",3,"3.00 (0 0 0 0)","1,200","$458.33","$550,000","$550,000","","7,325",1935,90,3,"02/26/2025"
NA,37,"AR25013283MR",1382,"INC","S","11278   San Lucas DR ","LOMA LINDA",3,"2.00 (0 0 0 0)","2,700","$259.24","$699,950","$767,000","","6,720",1978,22,2,"03/28/2025"
NA,17,"IV24234747MR",1640,"INC","S","1012   6th ST ","REDLANDS",3,"3.00 (0 0 0 0)","1,546","$387.45","$599,000","$595,000","$0.00","6,370",1901,107,2,"04/06/2025"
NA,34,"DW25013746MR",1640,"INC","S","421  W Sun AVE ","REDLANDS",4,"3.00 (0 0 0 0)","2,650","$292.45","$775,000","$715,000","","6,731",1901,57,2,"04/25/2025"
NA,17,"OC25006413MR",1431,"INC","S","1744   Capri AVE ","MENTONE",8,"4.00 (0 0 0 0)","3,720","$220.43","$820,000","$820,000","","9,520",1979,77,2,"05/02/2025"
NA,1,"TR24236296MR",1382,"INC","S","11170 11174  Richmont RD ","LOMA LINDA",6,"5.00 (0 0 0 0)","3,527","$376.52","$1,328,000","$1,300,000","$0.00","7,440",1951,141,4,"05/12/2025"
NA,23,"IG24254005MR",1640,"INC","S","40  S Center ST ","REDLANDS",4,"3.00 (0 0 0 0)","3,090","$388.35","$1,200,000","$600,000","","21,780",1944,87,3,"05/23/2025"
NA,51,"TR25040171MR",1382,"INC","S","25461   Cole ST #3","LOMA LINDA",8,"5.00 (0 0 0 0)","2,900","$465.52","$1,350,000","$1,259,000","$0.00","9,300",2024,73,3,"05/29/2025"
NA,24,"IV25016543MR",1382,"INC","S","11443   Cardiff LN ","LOMA LINDA",2,"2.00 (2 0 0 0)","1,248","$424.68","$530,000","$525,000","$0.00","4,130",1984,98,NA,"06/06/2025"
NA,55,"CV25088667MR",1640,"INC","S","1002   Tribune ST ","REDLANDS",7,"6.00 (0 0 0 0)","27,592","$217.45","$6,000,000","$4,800,000","","73,572",1964,43,25,"06/18/2025"
NA,10,"IG24200854MR",1640,"INC","S","733  E Brockton AVE ","REDLANDS",6,"3.00 (0 0 0 0)","2,410","$383.78","$924,900","$900,000","","10,000",1961,232,3,"07/14/2025"
NA,11,"IG25082072MR",1382,"INC","S","25368   Cole ST #3","LOMA LINDA",6,"3.00 (0 0 0 0)","2,700","$305.56","$825,000","$825,000","$0.00","18,603",1945,44,3,"07/24/2025"
NA,59,"TR24236320MR",1382,"INC","S","11176 11180  Richmont RD ","LOMA LINDA",6,"5.00 (0 0 0 0)","2,668","$467.77","$1,248,000","$1,230,000","$0.00","7,900",1958,174,3,"07/24/2025"
NA,4,"IV24047605MR",1640,"INC","S","214  E High AVE ","REDLANDS",4,"2.00 (0 0 0 0)","1,320","$492.42","$650,000","$606,202","$0.00","18,995",1909,41,4,"08/14/2025"
NA,50,"IG25118112MR",1640,"INC","S","11460   Terracina Blvd ","REDLANDS",4,"3.00 (2 0 0 1)","2,628","$294.90","$775,000","$775,000","$0.00","21,344",1925,32,NA,"08/20/2025"
NA,18,"IG25178942MR",1640,"INC","S","39  N Buena Vista ST ","REDLANDS",3,"0.00 (0 0 0 0)","1,732","$389.72","$675,000","$625,000","$0.00","7,440",1925,31,2,"09/23/2025"
NA,4,"17-219762",469,"INC","S","351  N MAIN ST ","POMONA",10,"4.00 (0 0 0 0)","2,396","$233.72","$560,000","$550,000","","6,715",1902,271,1,"03/26/2018"
NA,10,"17-219798",469,"INC","S","1294  N PARK AVE ","POMONA",8,"3.00 (0 0 0 0)","1,661","$285.97","$475,000","$450,000","","7,085",1897,110,1,"01/09/2018"
NA,3,"17-255674",1543,"INC","S","1114  W RALSTON ST ","ONTARIO",0,"0.00 (0 0 0 0)","3,144","$162.21","$510,000","$545,000","","8,100",1979,14,3,"04/18/2018"
NA,26,"18-313634",469,"INC","S","414  E CENTER ST ","POMONA",4,"3.00 (0 0 0 0)","1,771","$293.62","$520,000","$505,000","","7,573",1890,48,3,"04/04/2018"
NA,12,"18-330782",469,"INC","S","2422   CHANSLOR ST ","POMONA",8,"5.00 (0 0 0 0)","3,916","$183.86","$720,000","$729,000","","7,004",1964,26,4,"05/03/2018"
NA,14,"18-373144",469,"INC","S","1440  N GORDON ST ","POMONA",6,"3.00 (0 0 0 0)","1,971","$272.96","$538,000","$520,000","","7,667",1910,15,0,"10/05/2018"
NA,3,"18-375980",1543,"INC","S","212  E F ST ","ONTARIO",3,"2.00 (0 0 0 0)","1,470","$285.71","$420,000","$410,000","","8,496",1956,27,2,"10/12/2018"
NA,1,"18-402194",469,"INC","S","237  S HAMILTON  ","POMONA",4,"2.00 (0 0 0 0)","2,130","$244.13","$520,000","$515,000","","3,778",1912,59,2,"12/28/2018"
